sentence_id,year,month,year_month,source,period,sentence,emotion,confidence
04043,2022,01,2022-01,bbc_radio4,covid,"the government needs to get on top of testing, it could get on top of sick pay, making sure that everybody who has to take a day off sick because of covid reasons is entitled to sick pay, they still haven't done that.",neutral,0.957223
04044,2022,01,2022-01,bbc_radio4,covid,"various aspects of this, the government have been warned about from time, it the third wave, not the first wave, but keep making the same mistakes over and over again.",neutral,0.778599
04045,2022,01,2022-01,bbc_radio4,covid,"last week there were some really scary looking figures, so in other words, we were seeing increases in the number of covid-19 patients in london hospital to go up by 9% today, 15% today.",fear,0.982968
04046,2022,01,2022-01,bbc_radio4,covid,"as ever, the proportion of those of us who catch it and end up in hospital and whether this risks in perilling the capacity of the to cope is likely to determine the restrictions or lack of them.",neutral,0.928788
04047,2022,01,2022-01,bbc_radio4,covid,it was triggered by a sharp rise in the number of staff absences due to covid and an increase in the number of patients with the virus.,sadness,0.559321
04048,2022,01,2022-01,bbc_radio4,covid,"you have to appreciate that a lot of staff didn't take their annual leave during the first out of covid, so people are now getting to the point where they're getting burnt out, but obviously they're having to self-isolate.",neutral,0.836528
04049,2022,01,2022-01,bbc_radio4,covid,"staff shortages in the due to covid have been in the spotlight in recent weeks, but many in the social care sector say absences there are even greater.",sadness,0.50301
04050,2022,01,2022-01,bbc_radio4,covid,"as covid cases have spiraled, pressure on the testing systems led to longer turnaround times for results.",neutral,0.378482
04051,2022,01,2022-01,bbc_radio4,covid,"health and care staff, who are close contacts, need a negative test result before they can return to work.",neutral,0.926916
04052,2022,01,2022-01,bbc_radio4,covid,"one of the main changes is the requirement for pupils to wear face coverings in classrooms, as well as corridors, to to limit the spread of the omicron variant.",neutral,0.838343
04053,2022,01,2022-01,bbc_radio4,covid,i made sure we had a different supply route for test kits for schools so they can test for this first week successfully.,neutral,0.616447
04054,2022,01,2022-01,bbc_radio4,covid,the food importer and retailer all greens says it could be forced to temporarily shut outlets if covid-related staff absence is worsened.,sadness,0.737626
04055,2022,01,2022-01,bbc_radio4,covid,"more than 20,000 new cases of coronavirus have been reported in scotland.",neutral,0.778095
04056,2022,01,2022-01,bbc_radio4,covid,"it been confirmed that the scottish parliament will break from its christmas recess for a virtual sitting on wednesday afternoon, where an update on covid will be given.",sadness,0.341385
04057,2022,01,2022-01,bbc_radio4,covid,"delays in processing results over the weekend may have inflated today figure, but the trend suggests that the omicron variant of coronavirus has allowed it to spread more quickly.",neutral,0.958895
04058,2022,01,2022-01,bbc_radio4,covid,any covid-related deaths which may have happened in scotland over the last few days have not as yet been reported.,neutral,0.849519
04059,2022,01,2022-01,bbc_radio4,covid,"in england, more than 137,000 coronavirus cases have been recorded in the latest 24-hour period and a further 42 people have died within 28 days of a positive test.",sadness,0.814843
04060,2022,01,2022-01,bbc_radio4,covid,some primary schools in england have expressed concern that not enough is being done to prevent disruption from coronavirus.,fear,0.825028
04061,2022,01,2022-01,bbc_radio4,covid,israel has begun offering a fourth dose of the -19 vaccine to people aged over 60 and to medical workers as it faces a rising tide of omicron cases.,neutral,0.633235
04062,2022,01,2022-01,bbc_radio4,covid,"throughout the day, israelis over 60 have been queuing vaccination centres for a fourth time to get a -19 jab after this new rollout was approved by health officials.",neutral,0.593126
04063,2022,01,2022-01,bbc_radio4,covid,"for most people in this age group, it now four or five months since their first booster of the pfizer-biontech vaccine and there concern that waning immunity could lead to more serious illness.",fear,0.810076
04064,2022,01,2022-01,bbc_radio4,covid,"like other countries, israel has seen a rapid rise in infection driven by the highly transmissible omicron variant, with cases increasing almost fourfold in the past week.",neutral,0.728143
04065,2022,01,2022-01,bbc_radio4,covid,these older israelis were relieved to get an extra vaccine dose.,joy,0.608347
04066,2022,01,2022-01,bbc_radio4,covid,"already last week, israel had begun giving out a fourth vaccine for elderly people in care homes and those with compromised immune systems.",neutral,0.693942
04067,2022,01,2022-01,bbc_radio4,covid,a nine-year-old boy suffered an asthma attack and had to be given oxygen in hospital after fans let off flares during a football match last night.,fear,0.406942
04068,2022,01,2022-01,bbc_radio4,covid,"but if you look at football across the full final seven days of 2021, it was still 25% lower compared with pre-pandemic levels, with omicron clearly having an effect.",neutral,0.734235
04069,2022,01,2022-01,bbc_radio4,covid,"boris johnson has said it would be absolute folly to think the coronavirus crisis is over, warning that the health service in england will face considerable pressure in the coming weeks.",fear,0.796408
04070,2022,01,2022-01,bbc_radio4,covid,"the latest data shows a record 20,000 people in scotland have tested positive for covid.",neutral,0.684154
04071,2022,07,2022-07,bbc_radio4,covid,"this latest surge in infections is being driven by two sub variants of the omicron version of the virus, known as ba4 and ba5, which now account for the majority of new cases.",neutral,0.913228
04072,2022,07,2022-07,bbc_radio4,covid,"case rates are highest in scotland, where around one in 18 people would test positive for the virus.",neutral,0.930952
04073,2022,07,2022-07,bbc_radio4,covid,"this latest rise in infections may cause some anxiety among those who are vulnerable or have weakened immune systems, but the statistician professor sir david spiegelholtter says hospital admissions are not yet running out of control.",fear,0.926307
04074,2022,07,2022-07,bbc_radio4,covid,and more than half are not admitted because of covid as the primary diagnosis and very few inventilation beds.,sadness,0.734069
04075,2022,07,2022-07,bbc_radio4,covid,"if we're talking about england, one in 30 people having covid at the moment, those people who can't work and health care workers are particularly vulnerable to picking up covid because of the environment they work in because they develop work which is people facing.",fear,0.558076
04076,2022,07,2022-07,bbc_radio4,covid,this surge in cases is a reminder that covid is still with us and will be for some time to come.,neutral,0.924701
04077,2022,07,2022-07,bbc_radio4,covid,"the number of people with covid in the is estimated to have jumped by nearly a third in a week, driven by fast-spreading sub variants of omicron.",surprise,0.621588
04078,2022,06,2022-06,bbc_radio4,covid,"they say constantly shifting, covid travel restrictions made it difficult to plan and a lack of dedicated support for the industry, and they had to lay off thousands of staff.",sadness,0.802916
